asn=0    	id=-1  	Main	copying configuration file /home/tegsingh/tsch-sim/examples/star/config.json to output directory /home/tegsingh/tsch-sim/results/2021-08-13_22-02-29/config.json[MAIN]
asn=21048	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=21048	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 8], channel offset=2 [SCHEDULER NEW]
asn=21048	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 8], channel offset=2 timeslot=3 [SCHEDULER NEW]
asn=21048	id=2   	Main	On prepare tx packet method called from NullRouting
asn=21052	id=1   	App	rx app packet seqnum=8 from=2[NODE]
asn=21052	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=8 packet buffer: timeslot: 3 channel offset: 2 acked=true, remove packet[NODE]
asn=21052	id=2   	Main	On tx method called from NullRouting
asn=21052	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=21078	id=6   	App	dropping app packet seqnum=11 for=1 to=2: tx_limit=8 reached[NODE]
asn=21078	id=6   	Node	tx done from=6 source=6 to=2 destination=1 numtx=8 seqnum=11 packet buffer: timeslot: 1 channel offset: 3 acked=false, remove packet[NODE]
asn=21078	id=6   	Main	On tx method called from NullRouting
asn=21078	id=6   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=21084	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=21084	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=21084	id=4   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=21084	id=5   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=21084	id=6   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=21084	id=7   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=21084	id=8   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=21084	id=9   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=21084	id=10  	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=21084	id=1   	Main	On tx method called from NullRouting
asn=21084	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=21103	id=10  	Node	tx done from=10 source=10 to=4 destination=1 numtx=4 seqnum=11 packet buffer: timeslot: 5 channel offset: 5 acked=false[NODE]
asn=21144	id=9   	Node	tx done from=9 source=9 to=4 destination=1 numtx=6 seqnum=11 packet buffer: timeslot: 4 channel offset: 5 acked=false[NODE]
asn=21172	id=9   	Node	tx done from=9 source=9 to=4 destination=1 numtx=7 seqnum=11 packet buffer: timeslot: 4 channel offset: 5 acked=false[NODE]
asn=21215	id=10  	Node	tx done from=10 source=10 to=4 destination=1 numtx=5 seqnum=11 packet buffer: timeslot: 5 channel offset: 5 acked=false[NODE]
asn=21284	id=9   	App	dropping app packet seqnum=11 for=1 to=4: tx_limit=8 reached[NODE]
asn=21284	id=9   	Node	tx done from=9 source=9 to=4 destination=1 numtx=8 seqnum=11 packet buffer: timeslot: 4 channel offset: 5 acked=false, remove packet[NODE]
asn=21284	id=9   	Main	On tx method called from NullRouting
asn=21284	id=9   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=21292	id=10  	Node	tx done from=10 source=10 to=4 destination=1 numtx=6 seqnum=11 packet buffer: timeslot: 5 channel offset: 5 acked=false[NODE]
asn=21355	id=10  	Node	tx done from=10 source=10 to=4 destination=1 numtx=7 seqnum=11 packet buffer: timeslot: 5 channel offset: 5 acked=false[NODE]
asn=21460	id=10  	App	dropping app packet seqnum=11 for=1 to=4: tx_limit=8 reached[NODE]
asn=21460	id=10  	Node	tx done from=10 source=10 to=4 destination=1 numtx=8 seqnum=11 packet buffer: timeslot: 5 channel offset: 5 acked=false, remove packet[NODE]
asn=21460	id=10  	Main	On tx method called from NullRouting
asn=21460	id=10  	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=21713	id=5   	App	generate a packet, seqnum=12 for=1 [PACKET_SOURCE]
asn=21713	id=5   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=21713	id=5   	TSCH	schedule packet [src: 5, dest: 2, seqnum: 12], channel offset=3 [SCHEDULER NEW]
asn=21713	id=5   	TSCH	schedule packet [src: 5, dest: 2, seqnum: 12], channel offset=3 timeslot=6 [SCHEDULER NEW]
asn=21713	id=5   	Main	On prepare tx packet method called from NullRouting
asn=21713	id=5   	Node	tx done from=5 source=5 to=2 destination=1 numtx=1 seqnum=12 packet buffer: timeslot: 6 channel offset: 3 acked=false[NODE]
asn=21753	id=6   	App	generate a packet, seqnum=12 for=1 [PACKET_SOURCE]
asn=21753	id=6   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=21753	id=6   	TSCH	schedule packet [src: 6, dest: 2, seqnum: 12], channel offset=3 [SCHEDULER NEW]
asn=21753	id=6   	TSCH	schedule packet [src: 6, dest: 2, seqnum: 12], channel offset=3 timeslot=1 [SCHEDULER NEW]
asn=21753	id=6   	Main	On prepare tx packet method called from NullRouting
asn=21757	id=6   	Node	tx done from=6 source=6 to=2 destination=1 numtx=1 seqnum=12 packet buffer: timeslot: 1 channel offset: 3 acked=false[NODE]
asn=21785	id=6   	Node	tx done from=6 source=6 to=2 destination=1 numtx=2 seqnum=12 packet buffer: timeslot: 1 channel offset: 3 acked=false[NODE]
asn=21811	id=5   	Node	tx done from=5 source=5 to=2 destination=1 numtx=2 seqnum=12 packet buffer: timeslot: 6 channel offset: 3 acked=false[NODE]
asn=21839	id=5   	Node	tx done from=5 source=5 to=2 destination=1 numtx=3 seqnum=12 packet buffer: timeslot: 6 channel offset: 3 acked=false[NODE]
asn=21857	id=9   	App	generate a packet, seqnum=12 for=1 [PACKET_SOURCE]
asn=21857	id=9   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=21857	id=9   	TSCH	schedule packet [src: 9, dest: 4, seqnum: 12], channel offset=5 [SCHEDULER NEW]
asn=21857	id=9   	TSCH	schedule packet [src: 9, dest: 4, seqnum: 12], channel offset=5 timeslot=4 [SCHEDULER NEW]
asn=21857	id=9   	Main	On prepare tx packet method called from NullRouting
asn=21858	id=9   	Node	tx done from=9 source=9 to=4 destination=1 numtx=1 seqnum=12 packet buffer: timeslot: 4 channel offset: 5 acked=false[NODE]
asn=21860	id=5   	Node	tx done from=5 source=5 to=2 destination=1 numtx=4 seqnum=12 packet buffer: timeslot: 6 channel offset: 3 acked=false[NODE]
asn=21874	id=5   	Node	tx done from=5 source=5 to=2 destination=1 numtx=5 seqnum=12 packet buffer: timeslot: 6 channel offset: 3 acked=false[NODE]
asn=21876	id=6   	Node	tx done from=6 source=6 to=2 destination=1 numtx=3 seqnum=12 packet buffer: timeslot: 1 channel offset: 3 acked=false[NODE]
asn=21930	id=5   	Node	tx done from=5 source=5 to=2 destination=1 numtx=6 seqnum=12 packet buffer: timeslot: 6 channel offset: 3 acked=false[NODE]
asn=21952	id=2   	App	generate a packet, seqnum=9 for=1 [PACKET_SOURCE]
asn=21952	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=21952	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 9], channel offset=2 [SCHEDULER NEW]
asn=21952	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 9], channel offset=2 timeslot=3 [SCHEDULER NEW]
asn=21952	id=2   	Main	On prepare tx packet method called from NullRouting
asn=21955	id=1   	App	rx app packet seqnum=9 from=2[NODE]
asn=21955	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=9 packet buffer: timeslot: 3 channel offset: 2 acked=false[NODE]
asn=21969	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=2 seqnum=9 packet buffer: timeslot: 3 channel offset: 2 acked=false[NODE]
asn=21970	id=9   	Node	tx done from=9 source=9 to=4 destination=1 numtx=2 seqnum=12 packet buffer: timeslot: 4 channel offset: 5 acked=false[NODE]
asn=21979	id=5   	Node	tx done from=5 source=5 to=2 destination=1 numtx=7 seqnum=12 packet buffer: timeslot: 6 channel offset: 3 acked=false[NODE]
asn=21981	id=6   	Node	tx done from=6 source=6 to=2 destination=1 numtx=4 seqnum=12 packet buffer: timeslot: 1 channel offset: 3 acked=false[NODE]
asn=21997	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=3 seqnum=9 packet buffer: timeslot: 3 channel offset: 2 acked=true, remove packet[NODE]
asn=21997	id=2   	Main	On tx method called from NullRouting
asn=21997	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=22016	id=5   	Node	send keepalive packet to=1[NODE]
asn=22016	id=5   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=22016	id=5   	TSCH	schedule packet [src: 5, dest: 1, seqnum: -1], channel offset=2 [SCHEDULER NEW]
asn=22016	id=5   	TSCH	schedule packet [src: 5, dest: 1, seqnum: -1], channel offset=2 timeslot=6 [SCHEDULER NEW]
asn=22016	id=5   	Main	On prepare tx packet method called from NullRouting
asn=22016	id=3   	App	generate a packet, seqnum=8 for=1 [PACKET_SOURCE]
asn=22016	id=3   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=22016	id=3   	TSCH	schedule packet [src: 3, dest: 1, seqnum: 8], channel offset=2 [SCHEDULER NEW]
asn=22016	id=3   	TSCH	schedule packet [src: 3, dest: 1, seqnum: 8], channel offset=2 timeslot=4 [SCHEDULER NEW]
asn=22016	id=3   	Main	On prepare tx packet method called from NullRouting
asn=22016	id=7   	App	generate a packet, seqnum=11 for=1 [PACKET_SOURCE]
asn=22016	id=7   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=22016	id=7   	TSCH	schedule packet [src: 7, dest: 3, seqnum: 11], channel offset=4 [SCHEDULER NEW]
asn=22016	id=7   	TSCH	schedule packet [src: 7, dest: 3, seqnum: 11], channel offset=4 timeslot=2 [SCHEDULER NEW]
asn=22016	id=7   	Main	On prepare tx packet method called from NullRouting
asn=22016	id=10  	App	generate a packet, seqnum=12 for=1 [PACKET_SOURCE]
asn=22016	id=10  	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=22016	id=10  	TSCH	schedule packet [src: 10, dest: 4, seqnum: 12], channel offset=5 [SCHEDULER NEW]
asn=22016	id=10  	TSCH	schedule packet [src: 10, dest: 4, seqnum: 12], channel offset=5 timeslot=5 [SCHEDULER NEW]
asn=22016	id=10  	Main	On prepare tx packet method called from NullRouting
asn=22017	id=7   	Node	tx done from=7 source=7 to=3 destination=1 numtx=1 seqnum=11 packet buffer: timeslot: 2 channel offset: 4 acked=false[NODE]
asn=22019	id=1   	App	rx app packet seqnum=8 from=3[NODE]
asn=22019	id=3   	Node	tx done from=3 source=3 to=1 destination=1 numtx=1 seqnum=8 packet buffer: timeslot: 4 channel offset: 2 acked=true, remove packet[NODE]
asn=22019	id=3   	Main	On tx method called from NullRouting
asn=22019	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=22020	id=10  	Node	tx done from=10 source=10 to=4 destination=1 numtx=1 seqnum=12 packet buffer: timeslot: 5 channel offset: 5 acked=false[NODE]
asn=22021	id=5   	Node	tx done from=5 source=5 to=1 destination=1 numtx=1 seqnum=-1 packet buffer: timeslot: 6 channel offset: 2 acked=true, remove packet[NODE]
asn=22021	id=5   	Main	On tx method called from NullRouting
asn=22021	id=5   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=22028	id=5   	App	dropping app packet seqnum=12 for=1 to=2: tx_limit=8 reached[NODE]
asn=22028	id=5   	Node	tx done from=5 source=5 to=2 destination=1 numtx=8 seqnum=12 packet buffer: timeslot: 6 channel offset: 3 acked=false, remove packet[NODE]
asn=22028	id=5   	Main	On tx method called from NullRouting
asn=22028	id=5   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=22037	id=6   	Node	tx done from=6 source=6 to=2 destination=1 numtx=5 seqnum=12 packet buffer: timeslot: 1 channel offset: 3 acked=false[NODE]
asn=22052	id=7   	Node	tx done from=7 source=7 to=3 destination=1 numtx=2 seqnum=11 packet buffer: timeslot: 2 channel offset: 4 acked=false[NODE]
asn=22055	id=8   	App	generate a packet, seqnum=5 for=1 [PACKET_SOURCE]
asn=22055	id=8   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=22055	id=8   	TSCH	schedule packet [src: 8, dest: 3, seqnum: 5], channel offset=4 [SCHEDULER NEW]
asn=22055	id=8   	TSCH	schedule packet [src: 8, dest: 3, seqnum: 5], channel offset=4 timeslot=3 [SCHEDULER NEW]
asn=22055	id=8   	Main	On prepare tx packet method called from NullRouting
asn=22060	id=8   	Node	tx done from=8 source=8 to=3 destination=1 numtx=1 seqnum=5 packet buffer: timeslot: 3 channel offset: 4 acked=false[NODE]
asn=22066	id=10  	App	generate a packet, seqnum=13 for=1 [PACKET_SOURCE]
asn=22066	id=10  	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=22066	id=10  	TSCH	schedule packet [src: 10, dest: 4, seqnum: 13], channel offset=5 [SCHEDULER NEW]
asn=22066	id=10  	TSCH	schedule packet [src: 10, dest: 4, seqnum: 13], channel offset=5 timeslot=5 [SCHEDULER NEW]
asn=22066	id=10  	Main	On prepare tx packet method called from NullRouting
asn=22068	id=9   	Node	tx done from=9 source=9 to=4 destination=1 numtx=3 seqnum=12 packet buffer: timeslot: 4 channel offset: 5 acked=false[NODE]
asn=22071	id=5   	App	generate a packet, seqnum=13 for=1 [PACKET_SOURCE]
asn=22071	id=5   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=22071	id=5   	TSCH	schedule packet [src: 5, dest: 2, seqnum: 13], channel offset=3 [SCHEDULER NEW]
asn=22071	id=5   	TSCH	schedule packet [src: 5, dest: 2, seqnum: 13], channel offset=3 timeslot=6 [SCHEDULER NEW]
asn=22071	id=5   	Main	On prepare tx packet method called from NullRouting
asn=22076	id=10  	Node	tx done from=10 source=10 to=4 destination=1 numtx=2 seqnum=12 packet buffer: timeslot: 5 channel offset: 5 acked=false[NODE]
asn=22077	id=5   	Node	tx done from=5 source=5 to=2 destination=1 numtx=1 seqnum=13 packet buffer: timeslot: 6 channel offset: 3 acked=false[NODE]
asn=22101	id=7   	Node	tx done from=7 source=7 to=3 destination=1 numtx=3 seqnum=11 packet buffer: timeslot: 2 channel offset: 4 acked=false[NODE]
asn=22114	id=6   	Node	tx done from=6 source=6 to=2 destination=1 numtx=6 seqnum=12 packet buffer: timeslot: 1 channel offset: 3 acked=false[NODE]
asn=22125	id=10  	Node	tx done from=10 source=10 to=4 destination=1 numtx=3 seqnum=12 packet buffer: timeslot: 5 channel offset: 5 acked=false[NODE]
asn=22144	id=8   	Node	tx done from=8 source=8 to=3 destination=1 numtx=2 seqnum=5 packet buffer: timeslot: 3 channel offset: 4 acked=false[NODE]
asn=22145	id=3   	App	generate a packet, seqnum=9 for=1 [PACKET_SOURCE]
asn=22145	id=3   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=22145	id=3   	TSCH	schedule packet [src: 3, dest: 1, seqnum: 9], channel offset=2 [SCHEDULER NEW]
asn=22145	id=3   	TSCH	schedule packet [src: 3, dest: 1, seqnum: 9], channel offset=2 timeslot=4 [SCHEDULER NEW]
asn=22145	id=3   	Main	On prepare tx packet method called from NullRouting
asn=22145	id=1   	App	rx app packet seqnum=9 from=3[NODE]
asn=22145	id=3   	Node	tx done from=3 source=3 to=1 destination=1 numtx=1 seqnum=9 packet buffer: timeslot: 4 channel offset: 2 acked=true, remove packet[NODE]
asn=22145	id=3   	Main	On tx method called from NullRouting
asn=22145	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=22156	id=6   	Node	tx done from=6 source=6 to=2 destination=1 numtx=7 seqnum=12 packet buffer: timeslot: 1 channel offset: 3 acked=false[NODE]
asn=22175	id=5   	Node	tx done from=5 source=5 to=2 destination=1 numtx=2 seqnum=13 packet buffer: timeslot: 6 channel offset: 3 acked=false[NODE]
asn=22180	id=9   	Node	tx done from=9 source=9 to=4 destination=1 numtx=4 seqnum=12 packet buffer: timeslot: 4 channel offset: 5 acked=false[NODE]
asn=22184	id=6   	App	dropping app packet seqnum=12 for=1 to=2: tx_limit=8 reached[NODE]
asn=22184	id=6   	Node	tx done from=6 source=6 to=2 destination=1 numtx=8 seqnum=12 packet buffer: timeslot: 1 channel offset: 3 acked=false, remove packet[NODE]
asn=22184	id=6   	Main	On tx method called from NullRouting
asn=22184	id=6   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=22192	id=7   	Node	tx done from=7 source=7 to=3 destination=1 numtx=4 seqnum=11 packet buffer: timeslot: 2 channel offset: 4 acked=false[NODE]
asn=22215	id=9   	Node	tx done from=9 source=9 to=4 destination=1 numtx=5 seqnum=12 packet buffer: timeslot: 4 channel offset: 5 acked=false[NODE]
asn=22223	id=10  	Node	tx done from=10 source=10 to=4 destination=1 numtx=4 seqnum=12 packet buffer: timeslot: 5 channel offset: 5 acked=false[NODE]
asn=22235	id=8   	Node	tx done from=8 source=8 to=3 destination=1 numtx=3 seqnum=5 packet buffer: timeslot: 3 channel offset: 4 acked=false[NODE]
asn=22236	id=9   	Node	tx done from=9 source=9 to=4 destination=1 numtx=6 seqnum=12 packet buffer: timeslot: 4 channel offset: 5 acked=false[NODE]
asn=22255	id=7   	Node	tx done from=7 source=7 to=3 destination=1 numtx=5 seqnum=11 packet buffer: timeslot: 2 channel offset: 4 acked=false[NODE]
asn=22264	id=9   	Node	tx done from=9 source=9 to=4 destination=1 numtx=7 seqnum=12 packet buffer: timeslot: 4 channel offset: 5 acked=false[NODE]
asn=22280	id=5   	Node	tx done from=5 source=5 to=2 destination=1 numtx=3 seqnum=13 packet buffer: timeslot: 6 channel offset: 3 acked=false[NODE]
asn=22304	id=7   	Node	tx done from=7 source=7 to=3 destination=1 numtx=6 seqnum=11 packet buffer: timeslot: 2 channel offset: 4 acked=false[NODE]
asn=22308	id=5   	Node	tx done from=5 source=5 to=2 destination=1 numtx=4 seqnum=13 packet buffer: timeslot: 6 channel offset: 3 acked=false[NODE]
asn=22321	id=10  	Node	tx done from=10 source=10 to=4 destination=1 numtx=5 seqnum=12 packet buffer: timeslot: 5 channel offset: 5 acked=false[NODE]
asn=22329	id=5   	Node	tx done from=5 source=5 to=2 destination=1 numtx=5 seqnum=13 packet buffer: timeslot: 6 channel offset: 3 acked=false[NODE]
asn=22339	id=7   	Node	tx done from=7 source=7 to=3 destination=1 numtx=7 seqnum=11 packet buffer: timeslot: 2 channel offset: 4 acked=false[NODE]
asn=22347	id=8   	Node	tx done from=8 source=8 to=3 destination=1 numtx=4 seqnum=5 packet buffer: timeslot: 3 channel offset: 4 acked=false[NODE]
asn=22348	id=9   	App	dropping app packet seqnum=12 for=1 to=4: tx_limit=8 reached[NODE]
asn=22348	id=9   	Node	tx done from=9 source=9 to=4 destination=1 numtx=8 seqnum=12 packet buffer: timeslot: 4 channel offset: 5 acked=false, remove packet[NODE]
asn=22348	id=9   	Main	On tx method called from NullRouting
asn=22348	id=9   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=22381	id=7   	App	dropping app packet seqnum=11 for=1 to=3: tx_limit=8 reached[NODE]
asn=22381	id=7   	Node	tx done from=7 source=7 to=3 destination=1 numtx=8 seqnum=11 packet buffer: timeslot: 2 channel offset: 4 acked=false, remove packet[NODE]
asn=22381	id=7   	Main	On tx method called from NullRouting
asn=22381	id=7   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=22396	id=8   	Node	tx done from=8 source=8 to=3 destination=1 numtx=5 seqnum=5 packet buffer: timeslot: 3 channel offset: 4 acked=false[NODE]
asn=22398	id=10  	Node	tx done from=10 source=10 to=4 destination=1 numtx=6 seqnum=12 packet buffer: timeslot: 5 channel offset: 5 acked=false[NODE]
asn=22441	id=5   	Node	tx done from=5 source=5 to=2 destination=1 numtx=6 seqnum=13 packet buffer: timeslot: 6 channel offset: 3 acked=false[NODE]
asn=22463	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=22463	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=22463	id=4   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=22463	id=5   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=22463	id=6   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=22463	id=7   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=22463	id=9   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=22463	id=10  	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=22463	id=1   	Main	On tx method called from NullRouting
asn=22463	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=22475	id=10  	Node	tx done from=10 source=10 to=4 destination=1 numtx=7 seqnum=12 packet buffer: timeslot: 5 channel offset: 5 acked=false[NODE]
asn=22480	id=9   	App	generate a packet, seqnum=13 for=1 [PACKET_SOURCE]
asn=22480	id=9   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=22480	id=9   	TSCH	schedule packet [src: 9, dest: 4, seqnum: 13], channel offset=5 [SCHEDULER NEW]
asn=22480	id=9   	TSCH	schedule packet [src: 9, dest: 4, seqnum: 13], channel offset=5 timeslot=4 [SCHEDULER NEW]
asn=22480	id=9   	Main	On prepare tx packet method called from NullRouting
asn=22481	id=9   	Node	tx done from=9 source=9 to=4 destination=1 numtx=1 seqnum=13 packet buffer: timeslot: 4 channel offset: 5 acked=false[NODE]
asn=22483	id=5   	Node	tx done from=5 source=5 to=2 destination=1 numtx=7 seqnum=13 packet buffer: timeslot: 6 channel offset: 3 acked=false[NODE]
asn=22497	id=5   	App	dropping app packet seqnum=13 for=1 to=2: tx_limit=8 reached[NODE]
asn=22497	id=5   	Node	tx done from=5 source=5 to=2 destination=1 numtx=8 seqnum=13 packet buffer: timeslot: 6 channel offset: 3 acked=false, remove packet[NODE]
asn=22497	id=5   	Main	On tx method called from NullRouting
asn=22497	id=5   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=22508	id=8   	Node	tx done from=8 source=8 to=3 destination=1 numtx=6 seqnum=5 packet buffer: timeslot: 3 channel offset: 4 acked=false[NODE]
asn=22509	id=9   	Node	tx done from=9 source=9 to=4 destination=1 numtx=2 seqnum=13 packet buffer: timeslot: 4 channel offset: 5 acked=false[NODE]
asn=22538	id=10  	App	dropping app packet seqnum=12 for=1 to=4: tx_limit=8 reached[NODE]
asn=22538	id=10  	Node	tx done from=10 source=10 to=4 destination=1 numtx=8 seqnum=12 packet buffer: timeslot: 5 channel offset: 5 acked=false, remove packet[NODE]
asn=22538	id=10  	Main	On tx method called from NullRouting
asn=22538	id=10  	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=22573	id=10  	Node	tx done from=10 source=10 to=4 destination=1 numtx=1 seqnum=13 packet buffer: timeslot: 5 channel offset: 5 acked=false[NODE]
asn=22579	id=9   	Node	tx done from=9 source=9 to=4 destination=1 numtx=3 seqnum=13 packet buffer: timeslot: 4 channel offset: 5 acked=false[NODE]
asn=22587	id=10  	Node	tx done from=10 source=10 to=4 destination=1 numtx=2 seqnum=13 packet buffer: timeslot: 5 channel offset: 5 acked=false[NODE]
asn=22606	id=8   	Node	tx done from=8 source=8 to=3 destination=1 numtx=7 seqnum=5 packet buffer: timeslot: 3 channel offset: 4 acked=false[NODE]
asn=22621	id=9   	Node	tx done from=9 source=9 to=4 destination=1 numtx=4 seqnum=13 packet buffer: timeslot: 4 channel offset: 5 acked=false[NODE]
asn=22643	id=10  	Node	tx done from=10 source=10 to=4 destination=1 numtx=3 seqnum=13 packet buffer: timeslot: 5 channel offset: 5 acked=false[NODE]
asn=22655	id=8   	App	dropping app packet seqnum=5 for=1 to=3: tx_limit=8 reached[NODE]
asn=22655	id=8   	Node	tx done from=8 source=8 to=3 destination=1 numtx=8 seqnum=5 packet buffer: timeslot: 3 channel offset: 4 acked=false, remove packet[NODE]
asn=22655	id=8   	Main	On tx method called from NullRouting
asn=22655	id=8   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=22700	id=9   	Node	send keepalive packet to=1[NODE]
asn=22700	id=9   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=22700	id=9   	TSCH	schedule packet [src: 9, dest: 1, seqnum: -1], channel offset=2 [SCHEDULER NEW]
asn=22700	id=9   	TSCH	schedule packet [src: 9, dest: 1, seqnum: -1], channel offset=2 timeslot=4 [SCHEDULER NEW]
asn=22700	id=9   	Main	On prepare tx packet method called from NullRouting
asn=22705	id=9   	Node	tx done from=9 source=9 to=1 destination=1 numtx=1 seqnum=-1 packet buffer: timeslot: 4 channel offset: 2 acked=false[NODE]
asn=22712	id=9   	Node	tx done from=9 source=9 to=1 destination=1 numtx=2 seqnum=-1 packet buffer: timeslot: 4 channel offset: 2 acked=false[NODE]
asn=22719	id=9   	Node	tx done from=9 source=9 to=4 destination=1 numtx=5 seqnum=13 packet buffer: timeslot: 4 channel offset: 5 acked=false[NODE]
asn=22740	id=9   	Node	tx done from=9 source=9 to=1 destination=1 numtx=3 seqnum=-1 packet buffer: timeslot: 4 channel offset: 2 acked=true, remove packet[NODE]
asn=22740	id=9   	Main	On tx method called from NullRouting
asn=22740	id=9   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=22747	id=9   	Node	tx done from=9 source=9 to=4 destination=1 numtx=6 seqnum=13 packet buffer: timeslot: 4 channel offset: 5 acked=false[NODE]
asn=22752	id=7   	App	generate a packet, seqnum=12 for=1 [PACKET_SOURCE]
asn=22752	id=7   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=22752	id=7   	TSCH	schedule packet [src: 7, dest: 3, seqnum: 12], channel offset=4 [SCHEDULER NEW]
asn=22752	id=7   	TSCH	schedule packet [src: 7, dest: 3, seqnum: 12], channel offset=4 timeslot=2 [SCHEDULER NEW]
asn=22752	id=7   	Main	On prepare tx packet method called from NullRouting
asn=22752	id=7   	Node	tx done from=7 source=7 to=3 destination=1 numtx=1 seqnum=12 packet buffer: timeslot: 2 channel offset: 4 acked=false[NODE]
asn=22755	id=10  	Node	tx done from=10 source=10 to=4 destination=1 numtx=4 seqnum=13 packet buffer: timeslot: 5 channel offset: 5 acked=false[NODE]
asn=22813	id=6   	App	generate a packet, seqnum=13 for=1 [PACKET_SOURCE]
asn=22813	id=6   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=22813	id=6   	TSCH	schedule packet [src: 6, dest: 2, seqnum: 13], channel offset=3 [SCHEDULER NEW]
asn=22813	id=6   	TSCH	schedule packet [src: 6, dest: 2, seqnum: 13], channel offset=3 timeslot=1 [SCHEDULER NEW]
asn=22813	id=6   	Main	On prepare tx packet method called from NullRouting
asn=22814	id=6   	Node	tx done from=6 source=6 to=2 destination=1 numtx=1 seqnum=13 packet buffer: timeslot: 1 channel offset: 3 acked=false[NODE]
asn=22815	id=7   	Node	tx done from=7 source=7 to=3 destination=1 numtx=2 seqnum=12 packet buffer: timeslot: 2 channel offset: 4 acked=false[NODE]
asn=22818	id=10  	Node	tx done from=10 source=10 to=4 destination=1 numtx=5 seqnum=13 packet buffer: timeslot: 5 channel offset: 5 acked=false[NODE]
asn=22845	id=9   	Node	tx done from=9 source=9 to=4 destination=1 numtx=7 seqnum=13 packet buffer: timeslot: 4 channel offset: 5 acked=false[NODE]
asn=22860	id=10  	Node	tx done from=10 source=10 to=4 destination=1 numtx=6 seqnum=13 packet buffer: timeslot: 5 channel offset: 5 acked=false[NODE]
